,City,LocType,NO2,SO2,Sampling.Date,State
3466,Gulbarga,Sensitive Area,,,2015-09-04,Karnataka
3467,Gulbarga,Sensitive Area,,,2015-09-08,Karnataka
3468,Gulbarga,Sensitive Area,,,2015-09-12,Karnataka
3469,Gulbarga,Sensitive Area,,,2015-09-15,Karnataka
3470,Gulbarga,Sensitive Area,,,2015-09-20,Karnataka
3471,Gulbarga,Sensitive Area,,,2015-09-25,Karnataka
3472,Gulbarga,Sensitive Area,,,2015-09-27,Karnataka
3473,Gulbarga,Sensitive Area,,,2015-09-30,Karnataka
3474,Gulbarga,Sensitive Area,,,2015-10-03,Karnataka
3475,Gulbarga,Sensitive Area,,,2015-10-08,Karnataka
3476,Gulbarga,Sensitive Area,,,2015-10-16,Karnataka
3477,Gulbarga,Sensitive Area,,,2015-10-19,Karnataka
3478,Gulbarga,Sensitive Area,,,2015-10-22,Karnataka
3479,Gulbarga,Sensitive Area,,,2015-10-26,Karnataka
3480,Gulbarga,Sensitive Area,,,2015-10-30,Karnataka
3481,Gulbarga,Sensitive Area,,,2015-11-05,Karnataka
3482,Gulbarga,Sensitive Area,,,2015-11-10,Karnataka
3483,Gulbarga,Sensitive Area,,,2015-11-11,Karnataka
3484,Gulbarga,Sensitive Area,,,2015-11-12,Karnataka
3485,Gulbarga,Sensitive Area,,,2015-11-17,Karnataka
3486,Gulbarga,Sensitive Area,,,2015-11-20,Karnataka
3487,Gulbarga,Sensitive Area,,,2015-11-23,Karnataka
3488,Gulbarga,Sensitive Area,,,2015-11-27,Karnataka
3489,Gulbarga,Sensitive Area,,,2015-12-01,Karnataka
3490,Gulbarga,Sensitive Area,,,2015-12-05,Karnataka
3491,Gulbarga,Sensitive Area,,,2015-12-08,Karnataka
3492,Gulbarga,Sensitive Area,,,2015-12-13,Karnataka
3493,Gulbarga,Sensitive Area,,,2015-12-16,Karnataka
3494,Gulbarga,Sensitive Area,,,2015-12-20,Karnataka
3495,Gulbarga,Sensitive Area,,,2015-12-26,Karnataka
3496,Gulbarga,Sensitive Area,,,2015-12-29,Karnataka
3497,Thiruvananthapuram,Sensitive Area,29.5,6.72,2010-01-13,Kerala
3498,Thiruvananthapuram,Sensitive Area,27.58,6.07,2010-01-14,Kerala
3499,Thiruvananthapuram,Sensitive Area,29.32,6.62,2010-01-16,Kerala
3500,Thiruvananthapuram,Sensitive Area,26.68,6.7,2010-01-23,Kerala
3501,Thiruvananthapuram,Sensitive Area,26.6,6.77,2010-01-27,Kerala
3502,Thiruvananthapuram,Sensitive Area,27.77,6.73,2010-01-29,Kerala
3503,Thiruvananthapuram,Sensitive Area,28.85,7.87,2010-02-15,Kerala
3504,Thiruvananthapuram,Sensitive Area,26.52,6.78,2010-02-19,Kerala
3505,Thiruvananthapuram,Sensitive Area,27.02,6.9,2010-02-20,Kerala
3506,Thiruvananthapuram,Sensitive Area,27.22,7.03,2010-02-25,Kerala
3507,Thiruvananthapuram,Sensitive Area,28.07,7.42,2010-02-27,Kerala
3508,Thiruvananthapuram,Sensitive Area,32.8,7.43,2010-02-28,Kerala
3509,Thiruvananthapuram,Sensitive Area,27.32,6.97,2010-03-13,Kerala
3510,Thiruvananthapuram,Sensitive Area,27.98,6.47,2010-03-17,Kerala
3511,Thiruvananthapuram,Sensitive Area,27.7,7.15,2010-03-21,Kerala
3512,Thiruvananthapuram,Sensitive Area,25.22,6.27,2010-03-22,Kerala
3513,Thiruvananthapuram,Sensitive Area,23.75,5.67,2010-03-25,Kerala
3514,Thiruvananthapuram,Sensitive Area,23.43,5.58,2010-03-29,Kerala
3515,Thiruvananthapuram,Sensitive Area,30.85,6.58,2010-04-16,Kerala
3516,Thiruvananthapuram,Sensitive Area,31.08,6.39,2010-04-19,Kerala
3517,Thiruvananthapuram,Sensitive Area,29.18,6.56,2010-04-20,Kerala
3518,Thiruvananthapuram,Sensitive Area,25.9,7.02,2010-04-23,Kerala
3519,Thiruvananthapuram,Sensitive Area,27.45,6.4,2010-04-24,Kerala
3520,Thiruvananthapuram,Sensitive Area,26.35,6.53,2010-04-27,Kerala
3521,Thiruvananthapuram,Sensitive Area,26.25,7.23,2010-05-15,Kerala
3522,Thiruvananthapuram,Sensitive Area,27.65,6.23,2010-05-17,Kerala
3523,Thiruvananthapuram,Sensitive Area,24.4,5.78,2010-05-21,Kerala
3524,Thiruvananthapuram,Sensitive Area,25.4,6.23,2010-05-24,Kerala
3525,Thiruvananthapuram,Sensitive Area,24.85,5.83,2010-05-28,Kerala
3526,Thiruvananthapuram,Sensitive Area,26.02,6.35,2010-05-31,Kerala
3527,Thiruvananthapuram,Sensitive Area,16.03,5.3,2010-06-15,Kerala
3528,Thiruvananthapuram,Sensitive Area,21.95,5.33,2010-06-23,Kerala
3529,Thiruvananthapuram,Sensitive Area,27.77,6.97,2010-06-26,Kerala
3530,Thiruvananthapuram,Sensitive Area,26.43,5.92,2010-06-29,Kerala
3531,Thiruvananthapuram,Sensitive Area,27.95,5.88,2010-06-30,Kerala
3532,Thiruvananthapuram,Sensitive Area,20.35,4.97,2010-07-13,Kerala
3533,Thiruvananthapuram,Sensitive Area,20.5,6.37,2010-07-15,Kerala
3534,Thiruvananthapuram,Sensitive Area,23.15,6.53,2010-07-19,Kerala
3535,Thiruvananthapuram,Sensitive Area,26.75,5.47,2010-07-25,Kerala
3536,Thiruvananthapuram,Sensitive Area,28.67,6.03,2010-07-29,Kerala
3537,Thiruvananthapuram,Sensitive Area,26.87,5.83,2010-07-31,Kerala
3538,Thiruvananthapuram,Sensitive Area,22.77,6.32,2010-08-16,Kerala
3539,Thiruvananthapuram,Sensitive Area,24.1,6.97,2010-08-20,Kerala
3540,Thiruvananthapuram,Sensitive Area,27.75,6.13,2010-08-25,Kerala
3541,Thiruvananthapuram,Sensitive Area,25.08,5.38,2010-08-29,Kerala
3542,Thiruvananthapuram,Sensitive Area,27.2,5.92,2010-09-13,Kerala
3543,Thiruvananthapuram,Sensitive Area,25.22,6.88,2010-09-16,Kerala
3544,Thiruvananthapuram,Sensitive Area,25.88,6.88,2010-09-21,Kerala
3545,Thiruvananthapuram,Sensitive Area,49.05,6.23,2010-09-25,Kerala
3546,Thiruvananthapuram,Sensitive Area,23.9,5.92,2010-09-28,Kerala
3547,Thiruvananthapuram,Sensitive Area,27.15,8.08,2010-10-14,Kerala
3548,Thiruvananthapuram,Sensitive Area,26.02,6.85,2010-10-16,Kerala
3549,Thiruvananthapuram,Sensitive Area,28.53,7.15,2010-10-20,Kerala
3550,Thiruvananthapuram,Sensitive Area,25.25,6.13,2010-10-22,Kerala
3551,Thiruvananthapuram,Sensitive Area,22.7,6.03,2010-10-24,Kerala
3552,Thiruvananthapuram,Sensitive Area,23.0,6.8,2010-10-27,Kerala
3553,Thiruvananthapuram,Sensitive Area,25.83,6.43,2010-11-15,Kerala
3554,Thiruvananthapuram,Sensitive Area,25.7,6.13,2010-11-21,Kerala
3555,Thiruvananthapuram,Sensitive Area,24.72,6.5,2010-11-24,Kerala
3556,Thiruvananthapuram,Sensitive Area,24.72,6.13,2010-11-27,Kerala
3557,Thiruvananthapuram,Sensitive Area,31.5,7.43,2010-11-29,Kerala
3558,Thiruvananthapuram,Sensitive Area,23.72,6.48,2010-12-15,Kerala
3559,Thiruvananthapuram,Sensitive Area,26.05,6.22,2010-12-19,Kerala
3560,Thiruvananthapuram,Sensitive Area,27.11,6.77,2010-12-23,Kerala
3561,Thiruvananthapuram,Sensitive Area,26.13,6.62,2010-12-26,Kerala
3562,Thiruvananthapuram,Sensitive Area,28.13,6.4,2010-12-28,Kerala
3563,Thiruvananthapuram,Sensitive Area,29.47,7.27,2010-12-31,Kerala
3564,Thiruvananthapuram,Sensitive Area,27.13,6.62,2010-01-01,Kerala
3565,Thiruvananthapuram,Sensitive Area,26.65,6.45,2010-05-01,Kerala
3566,Thiruvananthapuram,Sensitive Area,30.25,6.62,2010-09-01,Kerala
3567,Thiruvananthapuram,Sensitive Area,29.48,6.65,2010-11-01,Kerala
3568,Thiruvananthapuram,Sensitive Area,26.28,7.02,2010-01-02,Kerala
3569,Thiruvananthapuram,Sensitive Area,25.82,6.55,2010-08-02,Kerala
3570,Thiruvananthapuram,Sensitive Area,27.0,6.67,2010-10-02,Kerala
3571,Thiruvananthapuram,Sensitive Area,26.0,7.02,2010-12-02,Kerala
3572,Thiruvananthapuram,Sensitive Area,29.9,7.4,2010-01-03,Kerala
3573,Thiruvananthapuram,Sensitive Area,28.46,6.73,2010-05-03,Kerala
3574,Thiruvananthapuram,Sensitive Area,27.5,6.52,2010-09-03,Kerala
3575,Thiruvananthapuram,Sensitive Area,28.37,6.39,2010-03-04,Kerala
3576,Thiruvananthapuram,Sensitive Area,25.93,6.64,2010-06-04,Kerala
3577,Thiruvananthapuram,Sensitive Area,30.93,6.91,2010-10-04,Kerala
3578,Thiruvananthapuram,Sensitive Area,31.42,6.95,2010-03-05,Kerala
3579,Thiruvananthapuram,Sensitive Area,27.28,6.55,2010-06-05,Kerala
3580,Thiruvananthapuram,Sensitive Area,26.78,6.12,2010-10-05,Kerala
3581,Thiruvananthapuram,Sensitive Area,17.88,5.65,2010-02-06,Kerala
3582,Thiruvananthapuram,Sensitive Area,22.87,5.57,2010-05-06,Kerala
3583,Thiruvananthapuram,Sensitive Area,19.97,5.0,2010-07-06,Kerala
3584,Thiruvananthapuram,Sensitive Area,16.78,5.77,2010-10-06,Kerala
3585,Thiruvananthapuram,Sensitive Area,15.98,5.7,2010-03-07,Kerala
3586,Thiruvananthapuram,Sensitive Area,14.73,5.17,2010-07-07,Kerala
3587,Thiruvananthapuram,Sensitive Area,16.47,5.52,2010-10-07,Kerala
3588,Thiruvananthapuram,Sensitive Area,24.82,6.27,2010-02-08,Kerala
3589,Thiruvananthapuram,Sensitive Area,22.15,6.47,2010-06-08,Kerala
3590,Thiruvananthapuram,Sensitive Area,19.9,6.12,2010-08-08,Kerala
3591,Thiruvananthapuram,Sensitive Area,21.3,6.22,2010-11-08,Kerala
3592,Thiruvananthapuram,Sensitive Area,26.8,7.15,2010-01-09,Kerala
3593,Thiruvananthapuram,Sensitive Area,26.05,6.0,2010-05-09,Kerala
3594,Thiruvananthapuram,Sensitive Area,25.42,6.47,2010-08-09,Kerala
3595,Thiruvananthapuram,Sensitive Area,27.58,6.12,2010-12-09,Kerala
3596,Thiruvananthapuram,Sensitive Area,23.72,7.05,2010-01-10,Kerala
3597,Thiruvananthapuram,Sensitive Area,21.0,6.7,2010-04-10,Kerala
3598,Thiruvananthapuram,Sensitive Area,19.3,6.38,2010-09-10,Kerala
3599,Thiruvananthapuram,Sensitive Area,26.97,6.87,2010-03-11,Kerala
3600,Thiruvananthapuram,Sensitive Area,22.77,6.23,2010-05-11,Kerala
3601,Thiruvananthapuram,Sensitive Area,24.53,7.03,2010-10-11,Kerala
3602,Thiruvananthapuram,Sensitive Area,24.77,7.32,2010-12-11,Kerala
3603,Thiruvananthapuram,Sensitive Area,26.09,6.87,2010-03-12,Kerala
3604,Thiruvananthapuram,Sensitive Area,27.45,6.72,2010-07-12,Kerala
3605,Thiruvananthapuram,Sensitive Area,26.0,7.0,2011-01-01,Kerala
3606,Thiruvananthapuram,Sensitive Area,27.0,6.0,2011-05-01,Kerala
3607,Thiruvananthapuram,Sensitive Area,27.0,6.0,2011-09-01,Kerala
3608,Thiruvananthapuram,Sensitive Area,28.0,7.0,2011-01-13,Kerala
3609,Thiruvananthapuram,Sensitive Area,26.0,7.0,2011-01-17,Kerala
3610,Thiruvananthapuram,Sensitive Area,29.0,6.0,2011-01-21,Kerala
3611,Thiruvananthapuram,Sensitive Area,27.0,8.0,2011-01-25,Kerala
3612,Thiruvananthapuram,Sensitive Area,24.0,6.0,2011-01-28,Kerala
3613,Thiruvananthapuram,Sensitive Area,23.0,6.0,2011-01-29,Kerala
3614,Thiruvananthapuram,Sensitive Area,26.0,6.0,2011-03-02,Kerala
3615,Thiruvananthapuram,Sensitive Area,25.0,6.0,2011-07-02,Kerala
3616,Thiruvananthapuram,Sensitive Area,25.0,6.0,2011-11-02,Kerala
3617,Thiruvananthapuram,Sensitive Area,26.0,7.0,2011-02-14,Kerala
3618,Thiruvananthapuram,Sensitive Area,26.0,7.0,2011-02-16,Kerala
3619,Thiruvananthapuram,Sensitive Area,33.0,8.0,2011-02-19,Kerala
3620,Thiruvananthapuram,Sensitive Area,24.0,7.0,2011-02-21,Kerala
3621,Thiruvananthapuram,Sensitive Area,28.0,6.0,2011-02-24,Kerala
3622,Thiruvananthapuram,Sensitive Area,26.0,6.0,2011-03-03,Kerala
3623,Thiruvananthapuram,Sensitive Area,25.0,7.0,2011-07-03,Kerala
3624,Thiruvananthapuram,Sensitive Area,29.0,7.0,2011-11-03,Kerala
3625,Thiruvananthapuram,Sensitive Area,28.0,6.0,2011-03-15,Kerala
3626,Thiruvananthapuram,Sensitive Area,26.0,7.0,2011-03-19,Kerala
3627,Thiruvananthapuram,Sensitive Area,26.0,7.0,2011-03-23,Kerala
3628,Thiruvananthapuram,Sensitive Area,29.0,7.0,2011-03-27,Kerala
3629,Thiruvananthapuram,Sensitive Area,29.0,6.0,2011-03-31,Kerala
3630,Thiruvananthapuram,Sensitive Area,30.0,6.0,2011-04-04,Kerala
3631,Thiruvananthapuram,Sensitive Area,27.0,6.0,2011-08-04,Kerala
3632,Thiruvananthapuram,Sensitive Area,28.0,6.0,2011-04-13,Kerala
3633,Thiruvananthapuram,Sensitive Area,28.0,6.0,2011-04-18,Kerala
3634,Thiruvananthapuram,Sensitive Area,26.0,6.0,2011-04-21,Kerala
3635,Thiruvananthapuram,Sensitive Area,31.0,6.0,2011-04-23,Kerala
3636,Thiruvananthapuram,Sensitive Area,30.0,7.0,2011-04-27,Kerala
3637,Thiruvananthapuram,Sensitive Area,26.0,7.0,2011-04-30,Kerala
3638,Thiruvananthapuram,Sensitive Area,28.0,7.0,2011-02-05,Kerala
3639,Thiruvananthapuram,Sensitive Area,30.0,6.0,2011-06-05,Kerala
3640,Thiruvananthapuram,Sensitive Area,26.0,6.0,2011-11-05,Kerala
3641,Thiruvananthapuram,Sensitive Area,28.0,6.0,2011-05-16,Kerala
3642,Thiruvananthapuram,Sensitive Area,26.0,7.0,2011-05-20,Kerala
3643,Thiruvananthapuram,Sensitive Area,27.0,6.0,2011-05-25,Kerala
3644,Thiruvananthapuram,Sensitive Area,29.0,7.0,2011-05-28,Kerala
3645,Thiruvananthapuram,Sensitive Area,29.0,6.0,2011-05-30,Kerala
3646,Thiruvananthapuram,Sensitive Area,23.0,6.0,2011-02-06,Kerala
3647,Thiruvananthapuram,Sensitive Area,26.0,7.0,2011-06-06,Kerala
3648,Thiruvananthapuram,Sensitive Area,24.0,7.0,2011-09-06,Kerala
3649,Thiruvananthapuram,Sensitive Area,25.0,6.0,2011-06-13,Kerala
3650,Thiruvananthapuram,Sensitive Area,24.0,7.0,2011-06-16,Kerala
3651,Thiruvananthapuram,Sensitive Area,25.0,7.0,2011-06-20,Kerala
3652,Thiruvananthapuram,Sensitive Area,23.0,6.0,2011-06-23,Kerala
3653,Thiruvananthapuram,Sensitive Area,27.0,7.0,2011-06-27,Kerala
3654,Thiruvananthapuram,Sensitive Area,26.0,7.0,2011-06-30,Kerala
3655,Thiruvananthapuram,Sensitive Area,16.0,13.0,2011-02-07,Kerala
3656,Thiruvananthapuram,Sensitive Area,18.0,16.0,2011-06-07,Kerala
3657,Thiruvananthapuram,Sensitive Area,18.0,16.0,2011-08-07,Kerala
3658,Thiruvananthapuram,Sensitive Area,18.0,14.0,2011-07-13,Kerala
3659,Thiruvananthapuram,Sensitive Area,19.0,12.0,2011-07-19,Kerala
3660,Thiruvananthapuram,Sensitive Area,17.0,15.0,2011-07-20,Kerala
3661,Thiruvananthapuram,Sensitive Area,19.0,17.0,2011-07-23,Kerala
3662,Thiruvananthapuram,Sensitive Area,18.0,17.0,2011-07-27,Kerala
3663,Thiruvananthapuram,Sensitive Area,18.0,17.0,2011-07-28,Kerala
3664,Thiruvananthapuram,Sensitive Area,17.0,17.0,2011-03-08,Kerala
3665,Thiruvananthapuram,Sensitive Area,19.0,19.0,2011-05-08,Kerala
3666,Thiruvananthapuram,Sensitive Area,18.0,18.0,2011-12-08,Kerala
3667,Thiruvananthapuram,Sensitive Area,18.0,17.0,2011-08-17,Kerala
3668,Thiruvananthapuram,Sensitive Area,17.0,17.0,2011-08-19,Kerala
3669,Thiruvananthapuram,Sensitive Area,15.0,16.0,2011-08-21,Kerala
3670,Thiruvananthapuram,Sensitive Area,19.0,16.0,2011-08-24,Kerala
3671,Thiruvananthapuram,Sensitive Area,18.0,18.0,2011-08-27,Kerala
3672,Thiruvananthapuram,Sensitive Area,18.0,16.0,2011-08-31,Kerala
3673,Thiruvananthapuram,Sensitive Area,16.0,16.0,2011-03-09,Kerala
3674,Thiruvananthapuram,Sensitive Area,17.0,17.0,2011-06-09,Kerala
3675,Thiruvananthapuram,Sensitive Area,18.0,16.0,2011-09-13,Kerala
3676,Thiruvananthapuram,Sensitive Area,17.0,15.0,2011-09-20,Kerala
3677,Thiruvananthapuram,Sensitive Area,17.0,15.0,2011-09-24,Kerala
3678,Thiruvananthapuram,Sensitive Area,19.0,17.0,2011-09-26,Kerala
3679,Thiruvananthapuram,Sensitive Area,19.0,17.0,2011-09-28,Kerala
3680,Thiruvananthapuram,Sensitive Area,18.0,16.0,2011-09-30,Kerala
3681,Thiruvananthapuram,Sensitive Area,19.0,15.0,2011-03-10,Kerala
3682,Thiruvananthapuram,Sensitive Area,20.0,15.0,2011-07-10,Kerala
3683,Thiruvananthapuram,Sensitive Area,18.0,16.0,2011-10-10,Kerala
3684,Thiruvananthapuram,Sensitive Area,19.0,17.0,2011-10-15,Kerala
3685,Thiruvananthapuram,Sensitive Area,18.0,15.0,2011-10-18,Kerala
3686,Thiruvananthapuram,Sensitive Area,19.0,16.0,2011-10-19,Kerala
3687,Thiruvananthapuram,Sensitive Area,19.0,15.0,2011-10-28,Kerala
3688,Thiruvananthapuram,Sensitive Area,19.0,16.0,2011-10-29,Kerala
3689,Thiruvananthapuram,Sensitive Area,19.0,16.0,2011-10-31,Kerala
3690,Thiruvananthapuram,Sensitive Area,18.0,16.0,2011-03-11,Kerala
3691,Thiruvananthapuram,Sensitive Area,18.0,17.0,2011-07-11,Kerala
3692,Thiruvananthapuram,Sensitive Area,19.0,17.0,2011-09-11,Kerala
3693,Thiruvananthapuram,Sensitive Area,19.0,19.0,2011-11-14,Kerala
3694,Thiruvananthapuram,Sensitive Area,19.0,18.0,2011-11-16,Kerala
3695,Thiruvananthapuram,Sensitive Area,19.0,18.0,2011-11-19,Kerala
3696,Thiruvananthapuram,Sensitive Area,19.0,17.0,2011-11-23,Kerala
3697,Thiruvananthapuram,Sensitive Area,17.0,15.0,2011-11-26,Kerala
3698,Thiruvananthapuram,Sensitive Area,19.0,16.0,2011-11-30,Kerala
3699,Thiruvananthapuram,Sensitive Area,18.0,18.0,2011-01-12,Kerala
3700,Thiruvananthapuram,Sensitive Area,19.0,18.0,2011-03-12,Kerala
3701,Thiruvananthapuram,Sensitive Area,19.0,18.0,2011-08-12,Kerala
3702,Thiruvananthapuram,Sensitive Area,20.0,18.0,2011-12-12,Kerala
3703,Thiruvananthapuram,Sensitive Area,19.0,18.0,2011-12-15,Kerala
3704,Thiruvananthapuram,Sensitive Area,20.0,17.0,2011-12-19,Kerala
3705,Thiruvananthapuram,Sensitive Area,20.0,18.0,2011-12-22,Kerala
3706,Thiruvananthapuram,Sensitive Area,20.0,19.0,2011-12-26,Kerala
3707,Thiruvananthapuram,Sensitive Area,19.0,18.0,2011-12-29,Kerala
3708,Thiruvananthapuram,Sensitive Area,17.0,17.0,2011-12-31,Kerala
3709,Thiruvananthapuram,Sensitive Area,27.0,6.5,2012-03-01,Kerala
3710,Thiruvananthapuram,Sensitive Area,26.7,6.7,2012-05-01,Kerala
3711,Thiruvananthapuram,Sensitive Area,27.1,6.6,2012-09-01,Kerala
3712,Thiruvananthapuram,Sensitive Area,25.7,6.7,2012-12-01,Kerala
3713,Thiruvananthapuram,Sensitive Area,24.9,6.5,2012-01-18,Kerala
3714,Thiruvananthapuram,Sensitive Area,26.4,6.3,2012-01-21,Kerala
3715,Thiruvananthapuram,Sensitive Area,26.7,6.8,2012-01-25,Kerala
3716,Thiruvananthapuram,Sensitive Area,25.5,6.7,2012-01-30,Kerala
3717,Thiruvananthapuram,Sensitive Area,28.3,6.6,2012-03-02,Kerala
3718,Thiruvananthapuram,Sensitive Area,27.0,6.5,2012-06-02,Kerala
3719,Thiruvananthapuram,Sensitive Area,26.8,6.5,2012-10-02,Kerala
3720,Thiruvananthapuram,Sensitive Area,25.3,6.8,2012-02-13,Kerala
3721,Thiruvananthapuram,Sensitive Area,27.2,6.6,2012-02-15,Kerala
3722,Thiruvananthapuram,Sensitive Area,27.9,6.8,2012-02-18,Kerala
3723,Thiruvananthapuram,Sensitive Area,27.8,7.0,2012-02-23,Kerala
3724,Thiruvananthapuram,Sensitive Area,25.8,7.1,2012-02-27,Kerala
3725,Thiruvananthapuram,Sensitive Area,24.1,6.6,2012-03-03,Kerala
3726,Thiruvananthapuram,Sensitive Area,30.1,8.2,2012-07-03,Kerala
3727,Thiruvananthapuram,Sensitive Area,26.1,6.7,2012-12-03,Kerala
3728,Thiruvananthapuram,Sensitive Area,25.9,7.0,2012-03-15,Kerala
3729,Thiruvananthapuram,Sensitive Area,26.9,6.6,2012-03-19,Kerala
3730,Thiruvananthapuram,Sensitive Area,27.3,6.7,2012-03-23,Kerala
3731,Thiruvananthapuram,Sensitive Area,26.5,6.6,2012-03-28,Kerala
3732,Thiruvananthapuram,Sensitive Area,26.0,6.8,2012-03-31,Kerala
3733,Thiruvananthapuram,Sensitive Area,26.5,6.2,2012-02-04,Kerala
3734,Thiruvananthapuram,Sensitive Area,26.3,6.8,2012-04-04,Kerala
3735,Thiruvananthapuram,Sensitive Area,28.5,6.6,2012-09-04,Kerala
3736,Thiruvananthapuram,Sensitive Area,27.4,6.5,2012-04-13,Kerala
3737,Thiruvananthapuram,Sensitive Area,24.1,6.7,2012-04-18,Kerala
3738,Thiruvananthapuram,Sensitive Area,25.1,6.4,2012-04-21,Kerala
3739,Thiruvananthapuram,Sensitive Area,24.4,6.6,2012-04-25,Kerala
3740,Thiruvananthapuram,Sensitive Area,25.2,6.5,2012-04-28,Kerala
3741,Thiruvananthapuram,Sensitive Area,23.5,6.6,2012-02-05,Kerala
3742,Thiruvananthapuram,Sensitive Area,25.4,6.8,2012-05-05,Kerala
3743,Thiruvananthapuram,Sensitive Area,25.5,6.6,2012-09-05,Kerala
3744,Thiruvananthapuram,Sensitive Area,25.1,6.7,2012-05-14,Kerala
3745,Thiruvananthapuram,Sensitive Area,23.9,6.5,2012-05-16,Kerala
3746,Thiruvananthapuram,Sensitive Area,26.3,6.9,2012-05-21,Kerala
3747,Thiruvananthapuram,Sensitive Area,28.1,6.3,2012-05-24,Kerala
3748,Thiruvananthapuram,Sensitive Area,25.5,6.6,2012-05-28,Kerala
3749,Thiruvananthapuram,Sensitive Area,22.4,6.4,2012-02-06,Kerala
3750,Thiruvananthapuram,Sensitive Area,24.1,6.2,2012-05-06,Kerala
3751,Thiruvananthapuram,Sensitive Area,24.5,6.8,2012-08-06,Kerala
3752,Thiruvananthapuram,Sensitive Area,24.2,6.4,2012-12-06,Kerala
3753,Thiruvananthapuram,Sensitive Area,23.3,6.3,2012-06-14,Kerala
3754,Thiruvananthapuram,Sensitive Area,21.8,6.7,2012-06-18,Kerala
3755,Thiruvananthapuram,Sensitive Area,22.3,6.1,2012-06-20,Kerala
3756,Thiruvananthapuram,Sensitive Area,22.0,6.1,2012-06-23,Kerala
3757,Thiruvananthapuram,Sensitive Area,21.1,6.1,2012-06-27,Kerala
3758,Thiruvananthapuram,Sensitive Area,22.6,6.3,2012-06-30,Kerala
3759,Thiruvananthapuram,Sensitive Area,21.8,6.4,2012-04-07,Kerala
3760,Thiruvananthapuram,Sensitive Area,22.6,6.5,2012-06-07,Kerala
3761,Thiruvananthapuram,Sensitive Area,21.7,6.9,2012-09-07,Kerala
3762,Thiruvananthapuram,Sensitive Area,20.5,6.5,2012-12-07,Kerala
3763,Thiruvananthapuram,Sensitive Area,15.4,9.7,2012-07-17,Kerala
3764,Thiruvananthapuram,Sensitive Area,18.9,6.6,2012-07-21,Kerala
3765,Thiruvananthapuram,Sensitive Area,17.0,5.6,2012-07-24,Kerala
3766,Thiruvananthapuram,Sensitive Area,18.2,15.3,2012-07-28,Kerala
3767,Thiruvananthapuram,Sensitive Area,18.6,7.2,2012-07-31,Kerala
3768,Thiruvananthapuram,Sensitive Area,18.5,6.3,2012-02-08,Kerala
3769,Thiruvananthapuram,Sensitive Area,18.4,6.0,2012-04-08,Kerala
3770,Thiruvananthapuram,Sensitive Area,19.1,6.1,2012-07-08,Kerala
3771,Thiruvananthapuram,Sensitive Area,18.2,6.7,2012-10-08,Kerala
3772,Thiruvananthapuram,Sensitive Area,18.0,6.3,2012-08-14,Kerala
3773,Thiruvananthapuram,Sensitive Area,19.7,6.1,2012-08-17,Kerala
3774,Thiruvananthapuram,Sensitive Area,18.3,6.0,2012-08-21,Kerala
3775,Thiruvananthapuram,Sensitive Area,18.7,6.1,2012-08-23,Kerala
3776,Thiruvananthapuram,Sensitive Area,16.5,5.9,2012-08-25,Kerala
3777,Thiruvananthapuram,Sensitive Area,18.2,6.4,2012-03-09,Kerala
3778,Thiruvananthapuram,Sensitive Area,18.0,7.4,2012-05-09,Kerala
3779,Thiruvananthapuram,Sensitive Area,16.9,7.0,2012-11-09,Kerala
3780,Thiruvananthapuram,Sensitive Area,17.1,6.1,2012-09-13,Kerala
3781,Thiruvananthapuram,Sensitive Area,20.5,7.0,2012-09-17,Kerala
3782,Thiruvananthapuram,Sensitive Area,21.0,6.0,2012-09-19,Kerala
3783,Thiruvananthapuram,Sensitive Area,19.4,6.4,2012-09-24,Kerala
3784,Thiruvananthapuram,Sensitive Area,17.8,7.0,2012-09-26,Kerala
3785,Thiruvananthapuram,Sensitive Area,19.6,6.6,2012-09-29,Kerala
3786,Thiruvananthapuram,Sensitive Area,21.8,6.5,2012-01-10,Kerala
3787,Thiruvananthapuram,Sensitive Area,22.5,7.1,2012-04-10,Kerala
3788,Thiruvananthapuram,Sensitive Area,22.0,6.8,2012-08-10,Kerala
3789,Thiruvananthapuram,Sensitive Area,20.7,6.8,2012-12-10,Kerala
3790,Thiruvananthapuram,Sensitive Area,20.3,6.5,2012-10-17,Kerala
3791,Thiruvananthapuram,Sensitive Area,18.2,6.5,2012-10-19,Kerala
3792,Thiruvananthapuram,Sensitive Area,19.3,6.6,2012-10-22,Kerala
3793,Thiruvananthapuram,Sensitive Area,20.9,6.4,2012-10-27,Kerala
3794,Thiruvananthapuram,Sensitive Area,18.6,6.0,2012-10-31,Kerala
3795,Thiruvananthapuram,Sensitive Area,18.6,6.6,2012-03-11,Kerala
3796,Thiruvananthapuram,Sensitive Area,11.6,6.3,2012-06-11,Kerala
3797,Thiruvananthapuram,Sensitive Area,18.2,6.8,2012-09-11,Kerala
3798,Thiruvananthapuram,Sensitive Area,17.0,6.6,2012-12-11,Kerala
3799,Thiruvananthapuram,Sensitive Area,20.2,9.2,2012-11-13,Kerala
3800,Thiruvananthapuram,Sensitive Area,21.6,6.9,2012-11-17,Kerala
3801,Thiruvananthapuram,Sensitive Area,20.5,7.4,2012-11-20,Kerala
3802,Thiruvananthapuram,Sensitive Area,21.1,7.3,2012-11-23,Kerala
3803,Thiruvananthapuram,Sensitive Area,20.6,7.0,2012-11-27,Kerala
3804,Thiruvananthapuram,Sensitive Area,19.9,6.8,2012-01-12,Kerala
